DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Start Date,End Date,Duration (Days),Season
2000-0235-KAZ,No,nat-hyd-flo-flo,Natural,Hydrological,4,10,GLIDE:TC-2024-000161,Dengue,KAZ,19,Central Asia,0,"Denisovskiy, Zhitikara, Taran, Qostanay districts (Kustanayskaya province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1755384492564073,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,4.0,15.0,2000,4.0,16.0,-0.051048969604948785,44.0,2500.0,3000.0,-0.10671870068039759,10000000.0,10411641.0,147000.0,199782.0,1500.0,2654.0,56.51429055927763,"[{""adm2_code"":37238,""adm2_name"":""Denisovskiy""},{""adm2_code"":37245,""adm2_name"":""Qostanay""},{""adm2_code"":37247,""adm2_name"":""Taran""},{""adm2_code"":37250,""adm2_name"":""Zhitikara""}]",2003-07-01,2023-09-25,2000-04-15,2000-04-16,-0.22918458928740526,2
2000-0257-PHL,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Biring,PHL,31,South-eastern Asia,0,"National Capital region (NCR), Region III (Central Luzon) provinces",Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,18.0,2000,5.0,18.0,-0.052279098780950405,4.0,235885.0,3000.0,-0.08063966262198802,10000000.0,10411641.0,147000.0,199782.0,1201.0,2125.0,56.51429055927763,"[{""adm1_code"":2355,""adm1_name"":""National Capital region (NCR)""},{""adm1_code"":67165,""adm1_name"":""Region III (Central Luzon)""}]",2004-10-26,2023-09-25,2000-05-18,2000-05-18,-0.248165637509339,2
2000-0258-IDN,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,"Malaka Tengah, Malaka Barat areas (Belu district, Nusatenggara Timur province)",Heavy rain,"Slide (land, mud, snow, rock)",Yes,No,Yes,100.0,-0.026221162935862876,Km2,0.11112317404147908,0.11843532489868315,Beneneai river,2000,5.0,16.0,2000,5.0,24.0,-0.024232153568113503,44.0,50000.0,3000.0,-0.10141101990806276,10000000.0,10411641.0,147000.0,199782.0,79000.0,139788.0,56.51429055927763,"[{""adm2_code"":18150,""adm2_name"":""Belu""}]",2005-02-09,2023-09-25,2000-05-16,2000-05-24,-0.09631725173386894,2
2000-0270-CHN,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",Heavy rains,Flood,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,1.0,2000,5.0,5.0,-0.04883473708814587,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,5000.0,8847.0,56.51429055927763,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]",2003-07-01,2024-03-26,2000-05-01,2000-05-05,-0.17224144462160398,2
2000-0272-TUR,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp0009ska,Dengue,TUR,44,Western Asia,0,Poturge district (Malatya province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17690705881487137,Moment Magnitude,1.7838159296978293,-3.995438783767599,Yangtze river,2000,5.0,7.0,2000,5.0,7.0,-0.05498538296815396,44.0,1000.0,3000.0,-0.10688631165215552,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":28104,""adm2_name"":""Poturge""}]",2003-09-09,2023-09-25,2000-05-07,2000-05-07,-0.248165637509339,2
2000-0274-JPN,No,nat-met-sto-hai,Natural,Meteorological,9,14,GLIDE:TC-2024-000161,Dengue,JPN,17,Eastern Asia,0,"Tiba, Ibaraki provinces",Heavy rains,Hail,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,24.0,2000,5.0,24.0,-0.051048969604948785,100.0,12000.0,3000.0,-0.10564599046114675,10000000.0,10411641.0,290000.0,513145.0,350000.0,619312.0,56.51429055927763,"[{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1693,""adm1_name"":""Tiba""}]",2005-07-09,2023-09-25,2000-05-24,2000-05-24,-0.248165637509339,2
2000-0281-TUR,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,TUR,44,Western Asia,0,"Carsamba, Salipazari districts (Samsun province), Tokat province",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.04782920930953641,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,27.0,2000,5.0,27.0,-0.05473935713295364,44.0,1000.0,3000.0,-0.10688631165215552,10000000.0,10411641.0,147000.0,199782.0,40000.0,70779.0,56.51429055927763,"[{""adm1_code"":3089,""adm1_name"":""Tokat""},{""adm2_code"":28221,""adm2_name"":""Carsamba""},{""adm2_code"":28226,""adm2_name"":""Salipazari""}]",2004-10-25,2023-09-25,2000-05-27,2000-05-27,-0.248165637509339,2
2000-0283-BGD,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,BGD,3,Southern Asia,0,"Dhaka, Mymensingh, Tangail, Kishoreganj districts (Dhaka province), Chittagong, Cox's Bazar, Comilla, Chandpur districts (Chittagong province)",Heavy rains,Flood,No,No,No,161.0,-0.17604093392521536,Kph,0.11112317404147908,0.11843532489868315,"Sangu, Matamuhuri",2000,5.0,27.0,2000,6.0,19.0,-0.04637447873614264,44.0,70000.0,1000.0,-0.09906446630345156,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":5769,""adm2_name"":""Chandpur""},{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5771,""adm2_name"":""Comilla""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""},{""adm2_code"":5778,""adm2_name"":""Dhaka""},{""adm2_code"":5783,""adm2_name"":""Kishoreganj""},{""adm2_code"":5787,""adm2_name"":""Mymensingh""},{""adm2_code"":5794,""adm2_name"":""Tangail""}]",2004-10-25,2023-09-25,2000-05-27,2000-06-19,0.18839847159513745,2
2000-0285-IRN,No,nat-bio-epi-dis,Natural,Biological,2,16,GLIDE:TC-2024-000161,Acute watery diarrhoeal syndrome,IRN,14,Southern Asia,0,"Dol Avkurt camps, Kandil Montain",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,2.0,2000,5.0,2.0,-0.03653344532812969,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2003-07-01,2023-09-25,2000-05-02,2000-05-02,-0.248165637509339,2
2000-0291-TUR,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp0009u3d,Dengue,TUR,44,Western Asia,0,"Cerkes, Orta districts (Cankiri province), Cubuk district (Ankara province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1768872238937342,Moment Magnitude,2.1308698290378003,-4.386460615071255,Yangtze river,2000,6.0,6.0,2000,6.0,6.0,-0.05473935713295364,80.0,23000.0,3000.0,-0.10441907814787862,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":27517,""adm2_name"":""Cubuk""},{""adm2_code"":27694,""adm2_name"":""Cerkes""},{""adm2_code"":27701,""adm2_name"":""Orta""}]",2005-04-17,2023-09-25,2000-06-06,2000-06-06,-0.248165637509339,3
2000-0293-IDN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp0009txx,Dengue,IDN,13,South-eastern Asia,0,"Enggano island (Bengkulu Utara district, Bengkulu province)",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,5031.0,-0.1768779675972035,Moment Magnitude,-4.090987324847117,0.2848477274344832,Yangtze river,2000,6.0,4.0,2000,6.0,4.0,-0.02989074777772095,2714.0,200000.0,2000.0,-0.08412317731835725,10000000.0,10411641.0,147000.0,199782.0,41000.0,72548.0,56.51429055927763,"[{""adm2_code"":73654,""adm2_name"":""Bengkulu Utara""}]",2003-09-09,2023-09-25,2000-06-04,2000-06-04,-0.248165637509339,3
2000-0294-BGD,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,BGD,3,Southern Asia,0,Chittagong province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,23.0,2000,5.0,23.0,-0.048342685417745224,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":576,""adm1_name"":""Chittagong""}]",2003-07-01,2023-09-25,2000-05-23,2000-05-23,-0.248165637509339,2
2000-0298-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp0009u46,Dengue,CHN,6,Eastern Asia,0,"Lanzhou Shi area (Lanzhou district, Gansu Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17689251320603744,Moment Magnitude,1.6257273207458138,0.3990112318548588,Yangtze river,2000,6.0,6.0,2000,6.0,6.0,-0.051048969604948785,20.0,22200.0,80.0,-0.10698687823521029,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":13014,""adm2_name"":""Lanzhou""}]",2003-09-09,2023-09-25,2000-06-06,2000-06-06,-0.248165637509339,3
2000-0302-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Awu, Jingmu, Hadapu villages (Dangchang Xian area, Longnan district, Gansu Sheng province), Gulin Xian, Xuyong Xian areas (Luzhou district, Sichuan Sheng Province), Duyun Shi area (Qiannan Buyei and Miao district, Guizhou Sheng province)",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,1.3304874428459168,Km2,0.11112317404147908,0.11843532489868315,Minjiang.,2000,5.0,31.0,2000,6.0,19.0,-0.04686653040654328,183.0,154000.0,3000.0,-0.08976954399429096,10000000.0,10411641.0,147000.0,199782.0,22000.0,38928.0,56.51429055927763,"[{""adm2_code"":13023,""adm2_name"":""Longnan""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""},{""adm2_code"":13258,""adm2_name"":""Luzhou""}]",2006-02-23,2023-09-25,2000-05-31,2000-06-19,0.11247427870740241,2
2000-0305-AFG,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Acute haemorrhagic fever syndrome,AFG,0,Southern Asia,0,Gulran district (Herat Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,15.0,2000,7.0,11.0,-0.05129499544014911,44.0,11.0,3000.0,-0.10699682315286793,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2005-06-17,2023-09-25,2000-05-15,2000-07-11,0.8337541111408853,2
2000-0306-IND,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Gonda, Banda districts (Uttar Pradesh)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,15.0,2000,5.0,16.0,-0.0345652386465271,44.0,1055.0,3000.0,-0.1068801659165244,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2003-07-01,2023-09-25,2000-05-15,2000-05-16,-0.22918458928740526,2
2000-0307-PAK,No,nat-bio-epi-dis,Natural,Biological,2,16,GLIDE:TC-2024-000161,Acute diarrhoeal syndrome,PAK,30,Southern Asia,0,Punjab province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,15.0,2000,6.0,16.0,-0.05424730546255299,44.0,246.0,3000.0,-0.10697056410062585,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2003-07-01,2023-09-25,2000-06-15,2000-06-16,-0.22918458928740526,3
2000-0308-IND,No,nat-bio-epi-bac,Natural,Biological,2,3,GLIDE:TC-2024-000161,Cholera,IND,12,Southern Asia,0,Delhi,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,15.0,2000,5.0,16.0,-0.051048969604948785,44.0,192.0,3000.0,-0.10697659809560914,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2003-07-01,2023-09-25,2000-05-15,2000-05-16,-0.22918458928740526,2
2000-0320-IDN,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,Ngada district (Flores Isl.),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2000,5.0,15.0,2000,5.0,16.0,-0.05154102127534943,44.0,203.0,3000.0,-0.10697536894848292,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2003-07-01,2023-09-25,2000-05-15,2000-05-16,-0.22918458928740526,2
2000-0323-IND,No,nat-met-sto-tro,Natural,Meteorological,9,37,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,Andhra Pradesh province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,4812.0,-0.17564423550247213,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,10.0,17.0,2000,10.0,17.0,-0.051048969604948785,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",2003-07-01,2023-09-25,2000-10-17,2000-10-17,-0.248165637509339,4
2000-0326-CHN,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Sichuan Sheng, Guizhou Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,5.0,2000,6.0,5.0,-0.03776357450413131,44.0,22200.0,2000.0,-0.10677457100431689,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2003-07-01,2023-09-25,2000-06-05,2000-06-05,-0.248165637509339,3
2000-0329-CYP,No,nat-cli-wil-for,Natural,Climatological,11,11,GLIDE:TC-2024-000161,Dengue,CYP,9,Western Asia,0,Larnaca province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17643763234795856,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,13.0,2000,6.0,13.0,-0.051048969604948785,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":1026,""adm1_name"":""Larnaca""}]",2003-07-01,2023-09-25,2000-06-13,2000-06-13,-0.248165637509339,3
2000-0330-CHN,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Sichuan Sheng, Yunnan Sheng provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,1.0,2000,6.0,1.0,-0.05424730546255299,44.0,15000.0,3000.0,-0.10532194258241473,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2003-07-01,2023-09-25,2000-06-01,2000-06-01,-0.248165637509339,3
2000-0332-IND,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Yingkiang,Tuting villages (Upper Siang (70051) district, Arunachal Pradesh province), Along, Boleng villages (70054 district, Arunachal Pradesh province), Pasighat, Sika-bamin, Komlighat, Raneghat (70041 district, Arunachal Pradesh province), Tezu, Mahadevpur villages (Lohit district, Arunachal Pradesh province), Golaghat, Nagaon districts (Assam province), ",Heavy rains,Broken Dam/Burst bank,No,No,No,1068.0,0.550313878117603,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,10.0,2000,6.0,10.0,-0.05031089209934781,44.0,3000000.0,3000.0,0.22822389121588998,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":70041,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70051,""adm2_name"":""Administrative unit not available""},{""adm2_code"":70054,""adm2_name"":""Administrative unit not available""},{""adm2_code"":17571,""adm2_name"":""East Siang""},{""adm2_code"":17572,""adm2_name"":""Lohit""},{""adm2_code"":17575,""adm2_name"":""West Siang""}]",2005-09-15,2023-09-25,2000-06-10,2000-06-10,-0.248165637509339,3
2000-0350-CHN,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,Quanzhou district (Fujian Sheng province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,17.0,2000,6.0,17.0,-0.047112556241743604,10.0,22200.0,3000.0,-0.10699693489351576,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":13009,""adm2_name"":""Quanzhou""}]",2003-07-01,2023-09-25,2000-06-17,2000-06-17,-0.248165637509339,3
2000-0351-PAK,No,nat-met-ext-hea,Natural,Meteorological,3,15,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,Punjab province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.1763582926634099,°C,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,15.0,2000,6.0,16.0,-0.04932678875854652,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":2276,""adm1_name"":""Punjab""}]",2003-07-01,2023-09-25,2000-06-15,2000-06-16,-0.22918458928740526,3
2000-0358-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Moradabad, Bijnor districts (Uttar Pradesh province), Uttarakhand province",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,15.0,2000,6.0,16.0,-0.044652297889740365,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17899,""adm2_name"":""Bijnor""},{""adm2_code"":17928,""adm2_name"":""Moradabad""}]",2003-07-01,2023-09-25,2000-06-15,2000-06-16,-0.22918458928740526,3
2000-0361-VNM,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,VNM,47,South-eastern Asia,0,"Binh Hoa, Giao Ha villages (Giao Thuy district, Nam Dinh province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,12.0,2000,6.0,12.0,-0.054493331297753314,29.0,22200.0,100.0,-0.10698363775642297,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":74157,""adm2_name"":""Giao Thuy""}]",2003-07-01,2023-09-25,2000-06-12,2000-06-12,-0.248165637509339,3
2000-0370-KAZ,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Typhus fever,KAZ,19,Central Asia,0,Kyzylzhar district,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2000,1.0,15.0,2000,1.0,16.0,-0.051048969604948785,44.0,114.0,3000.0,-0.10698531386614055,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2003-07-01,2023-09-25,2000-01-15,2000-01-16,-0.22918458928740526,1
2000-0372-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Quanzhou, Zhangzhou, Xiamen districts (Fujian Sheng province), Jiangxi Sheng province",Monsoonal rain,"Rain|Slide (land, mud, snow, rock)",No,No,No,1068.0,0.8280027740378503,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,17.0,2000,6.0,30.0,-0.044652297889740365,10.0,22200.0,31000.0,-0.10353297481051829,10000000.0,10411641.0,147000.0,199782.0,19000.0,33620.0,56.51429055927763,"[{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm2_code"":13006,""adm2_name"":""Xiamen""},{""adm2_code"":13009,""adm2_name"":""Quanzhou""},{""adm2_code"":13010,""adm2_name"":""Zhangzhou""}]",2006-02-23,2023-09-25,2000-06-17,2000-06-30,-0.0014120106242001427,3
2000-0373-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,BGD,3,Southern Asia,0,"Bakalia, Kotwali, Chandgaon, Pahartali, Hathazari, Halishahar, Patiya, Satkania areas (Chittagong district, Chittagong province), Cox's Bazar district (Chittagong province)",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.04782920930953641,Km2,0.11112317404147908,0.11843532489868315,"Bramputra, Darata",2000,6.0,24.0,2000,6.0,24.0,-0.05252512461615073,50.0,200000.0,3000.0,-0.08464433569987662,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,56.51429055927763,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5772,""adm2_name"":""Cox's Bazar""}]",2004-10-25,2023-09-25,2000-06-24,2000-06-24,-0.248165637509339,3
2000-0376-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Duyun Shi area (Qiannan Buyei and Miao district, Guizhou Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2000,6.0,8.0,2000,6.0,8.0,-0.047112556241743604,44.0,300000.0,3000.0,-0.07347585794840573,10000000.0,10411641.0,147000.0,199782.0,60000.0,106168.0,56.51429055927763,"[{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""}]",2003-07-01,2023-09-25,2000-06-08,2000-06-08,-0.248165637509339,3
